student_id,academic_year,major,facility_rated,satisfaction_score,timestamp,comment
1399,4th Year,BBA,Lab,1,2025-05-15,Lab equipment needs upgrade
1400,2nd Year,BBA,Lab,1,2025-05-14,Some systems do not work
1401,2nd Year,CE,Canteen,2,2025-02-19,Canteen is crowded
1402,2nd Year,AIDS,Library,3,2026-01-21,Decent experience in library
1403,1st Year,AIDS,Canteen,4,2025-08-27,Canteen experience is nice
1404,3rd Year,ECE,Hostel,1,2025-04-21,Rooms are crowded
1405,1st Year,ME,Transport,3,2025-03-20,Average transport experience
1406,3rd Year,AIDS,Transport,4,2025-11-19,Transport service is excellent
1407,2nd Year,BBA,Hostel,4,2025-09-03,Hostel rooms are comfortable
1408,2nd Year,CSE,Canteen,1,2026-01-16,Canteen food quality is poor
1409,4th Year,ME,Canteen,2,2025-05-26,Canteen is crowded
1410,1st Year,ME,Library,1,2025-10-22,Need improvement in library timing
1411,1st Year,AIDS,Library,1,2025-12-12,Library is sometimes noisy
1412,2nd Year,AIDS,Lab,2,2026-01-23,Lab equipment needs upgrade
1413,4th Year,ECE,Transport,1,2026-03-05,Need more buses
1414,3rd Year,ME,Canteen,4,2025-08-02,Canteen experience is nice
1415,2nd Year,AIDS,Sports,5,2025-05-25,Ground is well maintained
1416,3rd Year,CE,Lab,1,2026-02-03,Lab is overcrowded
1417,1st Year,AIDS,Hostel,1,2026-02-23,Hostel rooms need improvement
1418,1st Year,AIDS,Sports,2,2026-03-28,Ground maintenance is poor
1419,2nd Year,BBA,Transport,5,2025-06-28,Transport is convenient
1420,3rd Year,AIDS,Classroom,2,2025-02-18,Classroom maintenance is poor
1421,2nd Year,CE,Library,3,2025-03-21,Library is okay overall
1422,3rd Year,AIDS,Library,2,2026-02-08,Issue with book availability
1423,2nd Year,ME,Hostel,1,2025-05-23,Water supply has issues
1424,2nd Year,CSE,Sports,3,2025-04-26,Sports facilities are average
1425,4th Year,CE,Canteen,3,2025-12-14,Average experience in canteen
1426,4th Year,AIDS,Lab,4,2025-05-27,Lab environment is excellent
1427,2nd Year,CSE,Hostel,5,2025-02-25,Rooms are clean and safe
1428,2nd Year,BBA,Canteen,4,2025-06-06,Service is fast and helpful
1429,1st Year,AIDS,Sports,2,2025-11-17,Practice timing is not managed well
1430,4th Year,CSE,Sports,4,2026-01-19,Equipment is available and useful
1431,1st Year,CE,Lab,1,2025-05-28,Need improvement in practical support
1432,4th Year,AIDS,Library,5,2025-05-08,Very satisfied with library environment
1433,3rd Year,ME,Transport,4,2025-02-16,Transport service is excellent
1434,1st Year,CE,Classroom,4,2026-02-10,Teaching environment is good
1435,4th Year,BBA,Classroom,1,2025-12-06,Projector issues happen often
1436,2nd Year,BBA,Transport,3,2025-12-28,Bus service is okay
1437,3rd Year,AIDS,Hostel,3,2025-08-14,Facilities are manageable
1438,3rd Year,CE,Canteen,3,2025-09-16,Average experience in canteen
1439,3rd Year,ECE,Sports,4,2025-09-06,Equipment is available and useful
1440,2nd Year,ECE,Transport,3,2025-10-03,Average transport experience
1441,1st Year,ECE,Library,1,2025-12-17,Need improvement in library timing
1442,3rd Year,CSE,Lab,3,2025-01-12,Lab support is manageable
1443,1st Year,BBA,Library,3,2025-12-18,Library is average
1444,3rd Year,ECE,Canteen,5,2025-03-25,Service is fast and helpful
1445,3rd Year,CSE,Lab,1,2025-09-04,Internet is slow in lab
1446,4th Year,ME,Classroom,5,2025-01-24,Projector and seating are fine
1447,4th Year,BBA,Library,2,2025-10-04,Library seating is limited
1448,2nd Year,ECE,Hostel,4,2025-03-12,Hostel rooms are comfortable
1449,3rd Year,CSE,Lab,3,2025-06-03,Lab is okay
1450,2nd Year,ECE,Lab,1,2025-10-27,Internet is slow in lab
1451,1st Year,ECE,Library,4,2025-04-27,Very satisfied with library environment
1452,4th Year,ECE,Sports,4,2025-08-20,Sports environment is motivating
1453,2nd Year,CE,Hostel,5,2025-06-07,Hostel rooms are comfortable
1454,1st Year,AIDS,Lab,3,2026-02-15,Average lab experience
1455,1st Year,AIDS,Canteen,5,2025-12-24,Canteen is clean and spacious
1456,1st Year,ME,Sports,4,2025-11-04,Ground is well maintained
1457,4th Year,AIDS,Sports,5,2026-02-02,Equipment is available and useful
1458,1st Year,ME,Sports,3,2025-06-01,Facilities are manageable
1459,1st Year,ECE,Hostel,2,2026-02-20,Hostel rooms need improvement
1460,2nd Year,AIDS,Sports,1,2025-07-19,Practice timing is not managed well
1461,2nd Year,ME,Library,1,2025-09-13,Library needs more books
1462,4th Year,ECE,Sports,3,2025-08-18,Sports facilities are average
1463,3rd Year,ECE,Library,3,2025-11-22,Library is average
1464,3rd Year,ECE,Library,4,2026-03-16,Library is clean and useful
1465,3rd Year,ME,Transport,3,2025-04-28,Transport is average
1466,3rd Year,BBA,Hostel,4,2025-11-29,Satisfied with hostel services
1467,1st Year,BBA,Classroom,4,2026-01-26,Classrooms are clean and comfortable
1468,2nd Year,BBA,Library,5,2025-04-27,Library is clean and useful
1469,3rd Year,BBA,Library,2,2025-04-02,Library is sometimes noisy
1470,1st Year,CSE,Hostel,5,2025-08-02,Hostel rooms are comfortable
1471,4th Year,ECE,Sports,3,2025-07-29,Okay sports experience
1472,3rd Year,ME,Lab,3,2025-02-10,Lab support is manageable
1473,3rd Year,CE,Classroom,2,2025-01-29,Classroom maintenance is poor
1474,1st Year,ECE,Transport,3,2026-03-26,Average transport experience
1475,2nd Year,ME,Library,4,2025-08-09,Library services are excellent
1476,4th Year,ECE,Classroom,5,2025-07-05,Teaching environment is good
1477,3rd Year,CE,Canteen,2,2025-01-26,Service is slow
1478,3rd Year,BBA,Sports,1,2025-03-01,Ground maintenance is poor
1479,2nd Year,ECE,Canteen,3,2026-02-28,Canteen is okay
1480,2nd Year,ME,Lab,3,2025-09-20,Average lab experience
1481,2nd Year,CSE,Canteen,2,2025-09-06,Service is slow
1482,2nd Year,ME,Transport,2,2026-03-14,Buses are often late
1483,2nd Year,CSE,Sports,5,2025-10-02,Sports environment is motivating
1484,2nd Year,CE,Transport,2,2025-02-28,Buses are often late
1485,4th Year,BBA,Library,2,2025-01-01,Library seating is limited
1486,2nd Year,BBA,Canteen,1,2025-11-04,Need improvement in hygiene
1487,3rd Year,ECE,Library,1,2025-10-17,Library needs more books
1488,2nd Year,ECE,Lab,1,2026-02-10,Lab is overcrowded
1489,1st Year,ME,Hostel,3,2025-01-16,Hostel experience is okay
1490,1st Year,ECE,Classroom,4,2025-11-21,Projector and seating are fine
1491,2nd Year,CE,Classroom,1,2025-12-01,Projector issues happen often
1492,1st Year,CSE,Transport,3,2025-12-05,Transport is average
1493,1st Year,ME,Sports,1,2025-10-27,Need more sports support
1494,1st Year,CSE,Lab,2,2025-12-23,Internet is slow in lab
1495,4th Year,BBA,Canteen,5,2025-10-12,Food quality is good
1496,3rd Year,ME,Hostel,2,2026-01-05,Rooms are crowded
1497,4th Year,BBA,Transport,4,2025-02-25,Bus staff is cooperative
1498,4th Year,AIDS,Transport,2,2025-03-27,Transport timing is not reliable
1499,1st Year,ECE,Lab,2,2026-02-21,Lab is overcrowded
1500,4th Year,ME,Sports,4,2025-06-13,Coaching support is helpful
1501,1st Year,CSE,Library,4,2026-04-19,Library is very good
1502,1st Year,CSE,Library,5,2026-04-19,Library is very good
1503,1st Year,AIDS,Library,5,2026-04-19,good food
